case	h	leg	size	shows	span
plain	1200	ref	6.0	7	34.5
plain	1200	ours	6.0	7	34.5
plain	1579	ref	6.0	7	34.5
plain	1579	ours	6.0	7	34.5
plain	1769	ref	6.0	7	34.5
plain	1769	ours	6.0	7	34.5
plain	1864	ref	6.0	7	34.5
plain	1864	ours	6.0	7	34.5
plain	1887	ref	6.0	7	34.5
plain	1887	ours	6.0	7	34.5
plain	1888	ref	6.0	7	34.5
plain	1888	ours	6.0	7	34.5
plain	1889	ref	8.0	7	45.9
plain	1889	ours	8.0	7	45.9
plain	1890	ref	8.0	7	45.9
plain	1890	ours	8.0	7	45.9
plain	1893	ref	8.0	7	45.9
plain	1893	ours	8.0	7	45.9
plain	1899	ref	8.0	7	45.9
plain	1899	ours	8.0	7	45.9
plain	1911	ref	8.0	7	45.9
plain	1911	ours	8.0	7	45.9
plain	1959	ref	8.0	7	45.9
plain	1959	ours	8.0	7	45.9
plain	2338	ref	8.0	7	45.9
plain	2338	ours	8.0	7	45.9
plain	2361	ref	8.0	7	45.9
plain	2361	ours	8.0	7	45.9
plain	2367	ref	8.0	7	45.9
plain	2367	ours	8.0	7	45.9
plain	2370	ref	8.0	7	45.9
plain	2370	ours	8.0	7	45.9
plain	2371	ref	8.0	7	45.9
plain	2371	ours	8.0	7	45.9
plain	2372	ref	10.0	7	57.7
plain	2372	ours	10.0	7	57.7
plain	2373	ref	10.0	7	57.7
plain	2373	ours	10.0	7	57.7
plain	2385	ref	10.0	7	57.7
plain	2385	ours	10.0	7	57.7
plain	2433	ref	10.0	7	57.7
plain	2433	ours	10.0	7	57.7
plain	2528	ref	10.0	7	57.7
plain	2528	ours	10.0	7	57.7
plain	2575	ref	10.0	7	57.7
plain	2575	ours	10.0	7	57.7
plain	2599	ref	10.0	7	57.7
plain	2599	ours	10.0	7	57.7
plain	2605	ref	10.0	7	57.7
plain	2605	ours	10.0	7	57.7
plain	2608	ref	10.0	7	57.7
plain	2608	ours	10.0	7	57.7
plain	2609	ref	10.0	7	57.7
plain	2609	ours	10.0	7	57.7
plain	2610	ref	11.0	7	63.4
plain	2610	ours	11.0	7	63.4
plain	2611	ref	11.0	7	63.4
plain	2611	ours	11.0	7	63.4
plain	2623	ref	11.0	7	63.4
plain	2623	ours	11.0	7	63.4
plain	2718	ref	11.0	7	63.4
plain	2718	ours	11.0	7	63.4
plain	2907	ref	11.0	7	63.4
plain	2907	ours	11.0	7	63.4
plain	3002	ref	11.0	7	63.4
plain	3002	ours	11.0	7	63.4
plain	3049	ref	11.0	7	63.4
plain	3049	ours	11.0	7	63.4
plain	3073	ref	11.0	7	63.4
plain	3073	ours	11.0	7	63.4
plain	3085	ref	11.0	7	63.4
plain	3085	ours	11.0	7	63.4
plain	3086	ref	13.0	7	75.0
plain	3086	ours	13.0	7	75.0
plain	3088	ref	13.0	7	75.0
plain	3088	ours	13.0	7	75.0
plain	3091	ref	13.0	7	75.0
plain	3091	ours	13.0	7	75.0
plain	3097	ref	13.0	7	75.0
plain	3097	ours	13.0	7	75.0
plain	3477	ref	13.0	7	75.0
plain	3477	ours	13.0	7	75.0
plain	3524	ref	13.0	7	75.0
plain	3524	ours	13.0	7	75.0
plain	3547	ref	13.0	7	75.0
plain	3547	ours	13.0	7	75.0
plain	3553	ref	13.0	7	75.0
plain	3553	ours	13.0	7	75.0
plain	3554	ref	13.0	7	75.0
plain	3554	ours	13.0	7	75.0
plain	3555	ref	15.0	7	86.4
plain	3555	ours	15.0	7	86.4
plain	3556	ref	15.0	7	86.4
plain	3556	ours	15.0	7	86.4
plain	3559	ref	15.0	7	86.4
plain	3559	ours	15.0	7	86.4
plain	3571	ref	15.0	7	86.4
plain	3571	ours	15.0	7	86.4
plain	3666	ref	15.0	7	86.4
plain	3666	ours	15.0	7	86.4
plain	3856	ref	15.0	7	86.4
plain	3856	ours	15.0	7	86.4
plain	3951	ref	15.0	7	86.4
plain	3951	ours	15.0	7	86.4
plain	3998	ref	15.0	7	86.4
plain	3998	ours	15.0	7	86.4
plain	4022	ref	15.0	7	86.4
plain	4022	ours	15.0	7	86.4
plain	4028	ref	15.0	7	86.4
plain	4028	ours	15.0	7	86.4
plain	4029	ref	15.0	7	86.4
plain	4029	ours	15.0	7	86.4
plain	4030	ref	15.0	7	86.4
plain	4030	ours	15.0	7	86.4
plain	4031	ref	17.0	7	98.0
plain	4031	ours	17.0	7	98.0
plain	4034	ref	17.0	7	98.0
plain	4034	ours	17.0	7	98.0
plain	4046	ref	17.0	7	98.0
plain	4046	ours	17.0	7	98.0
plain	4236	ref	17.0	7	98.0
plain	4236	ours	17.0	7	98.0
plain	4425	ref	17.0	7	98.0
plain	4425	ours	17.0	7	98.0
plain	4472	ref	17.0	7	98.0
plain	4472	ours	17.0	7	98.0
plain	4496	ref	17.0	7	98.0
plain	4496	ours	17.0	7	98.0
plain	4499	ref	17.0	7	98.0
plain	4499	ours	17.0	7	98.0
plain	4500	ref	19.0	7	109.4
plain	4500	ours	19.0	7	109.4
plain	4502	ref	19.0	7	109.4
plain	4502	ours	19.0	7	109.4
plain	4508	ref	19.0	7	109.4
plain	4508	ours	19.0	7	109.4
plain	4520	ref	19.0	7	109.4
plain	4520	ours	19.0	7	109.4
plain	4615	ref	19.0	7	109.4
plain	4615	ours	19.0	7	109.4
plain	4710	ref	19.0	7	109.4
plain	4710	ours	19.0	7	109.4
plain	4733	ref	19.0	7	109.4
plain	4733	ours	19.0	7	109.4
plain	4739	ref	19.0	7	109.4
plain	4739	ours	19.0	7	109.4
plain	4742	ref	19.0	7	109.4
plain	4742	ours	19.0	7	109.4
plain	4743	ref	19.0	7	109.4
plain	4743	ours	19.0	7	109.4
plain	4744	ref	19.0	7	109.4
plain	4744	ours	19.0	7	109.4
plain	4745	ref	20.0	7	115.3
plain	4745	ours	20.0	7	115.3
plain	4757	ref	20.0	7	115.3
plain	4757	ours	20.0	7	115.3
plain	4805	ref	20.0	7	115.3
plain	4805	ours	20.0	7	115.3
plain	4995	ref	20.0	7	115.3
plain	4995	ours	20.0	7	115.3
plain	5184	ref	20.0	7	115.3
plain	5184	ours	20.0	7	115.3
plain	5279	ref	20.0	7	115.3
plain	5279	ours	20.0	7	115.3
plain	5326	ref	20.0	7	115.3
plain	5326	ours	20.0	7	115.3
plain	5332	ref	20.0	7	115.3
plain	5332	ours	20.0	7	115.3
plain	5333	ref	20.0	7	129.6
plain	5333	ours	20.0	7	129.6
plain	5335	ref	20.0	7	129.6
plain	5335	ours	20.0	7	129.6
plain	5338	ref	20.0	7	129.6
plain	5338	ours	20.0	7	129.6
plain	5350	ref	20.0	7	129.6
plain	5350	ours	20.0	7	129.6
plain	5374	ref	20.0	7	129.6
plain	5374	ours	20.0	7	129.6
plain	5754	ref	20.0	7	129.6
plain	5754	ours	20.0	7	129.6
plain	5848	ref	20.0	7	129.6
plain	5848	ours	20.0	7	129.6
plain	5859	ref	20.0	7	129.6
plain	5859	ours	20.0	7	129.6
plain	5862	ref	20.0	7	129.6
plain	5862	ours	20.0	7	129.6
plain	5863	ref	20.0	7	129.6
plain	5863	ours	20.0	7	129.6
plain	5864	ref	20.0	7	129.6
plain	5864	ours	20.0	7	129.6
plain	5865	ref	22.0	7	142.5
plain	5865	ours	22.0	7	142.5
plain	5871	ref	22.0	7	142.5
plain	5871	ours	22.0	7	142.5
plain	5895	ref	22.0	7	142.5
plain	5895	ours	22.0	7	142.5
plain	5943	ref	22.0	7	142.5
plain	5943	ours	22.0	7	142.5
plain	6133	ref	22.0	7	142.5
plain	6133	ours	22.0	7	142.5
plain	6323	ref	22.0	7	142.5
plain	6323	ours	22.0	7	142.5
plain	6370	ref	22.0	7	142.5
plain	6370	ours	22.0	7	142.5
plain	6394	ref	22.0	7	142.5
plain	6394	ours	22.0	7	142.5
plain	6395	ref	22.0	7	142.5
plain	6395	ours	22.0	7	142.5
plain	6396	ref	22.0	7	142.5
plain	6396	ours	22.0	7	142.5
plain	6397	ref	24.0	7	155.5
plain	6397	ours	24.0	7	155.5
plain	6400	ref	24.0	7	155.5
plain	6400	ours	24.0	7	155.5
plain	6406	ref	24.0	7	155.5
plain	6406	ours	24.0	7	155.5
plain	6418	ref	24.0	7	155.5
plain	6418	ours	24.0	7	155.5
plain	6513	ref	24.0	7	155.5
plain	6513	ours	24.0	7	155.5
plain	6892	ref	24.0	7	155.5
plain	6892	ours	24.0	7	155.5
plain	7082	ref	24.0	7	155.5
plain	7082	ours	24.0	7	155.5
plain	7105	ref	24.0	7	155.5
plain	7105	ours	24.0	7	155.5
plain	7108	ref	24.0	7	155.5
plain	7108	ours	24.0	7	155.5
plain	7109	ref	24.0	7	155.5
plain	7109	ours	24.0	7	155.5
plain	7110	ref	24.0	7	155.5
plain	7110	ours	24.0	7	155.5
plain	7111	ref	24.0	7	172.8
plain	7111	ours	24.0	7	172.8
plain	7117	ref	24.0	7	172.8
plain	7117	ours	24.0	7	172.8
plain	7129	ref	24.0	7	172.8
plain	7129	ours	24.0	7	172.8
plain	7177	ref	24.0	7	172.8
plain	7177	ours	24.0	7	172.8
plain	7272	ref	24.0	7	172.8
plain	7272	ours	24.0	7	172.8
plain	7651	ref	24.0	7	172.8
plain	7651	ours	24.0	7	172.8
plain	8031	ref	24.0	7	172.8
plain	8031	ours	24.0	7	172.8
plain	8410	ref	24.0	7	172.8
plain	8410	ours	24.0	7	172.8
plain	8790	ref	24.0	7	172.8
plain	8790	ours	24.0	7	172.8
plain	9169	ref	24.0	7	172.8
plain	9169	ours	24.0	7	172.8
plain	9549	ref	24.0	7	172.8
plain	9549	ours	24.0	7	172.8
plain	9928	ref	24.0	7	172.8
plain	9928	ours	24.0	7	172.8
plain	10308	ref	24.0	7	172.8
plain	10308	ours	24.0	7	172.8
plain	10687	ref	24.0	7	172.8
plain	10687	ours	24.0	7	172.8
plain	11067	ref	24.0	7	172.8
plain	11067	ours	24.0	7	172.8
plain	11446	ref	24.0	7	172.8
plain	11446	ours	24.0	7	172.8
plain	11826	ref	24.0	7	172.8
plain	11826	ours	24.0	7	172.8
plain	12205	ref	24.0	7	172.8
plain	12205	ours	24.0	7	172.8
plain	12585	ref	24.0	7	172.8
plain	12585	ours	24.0	7	172.8
plain	12964	ref	24.0	7	172.8
plain	12964	ours	24.0	7	172.8
plain	13344	ref	24.0	7	172.8
plain	13344	ours	24.0	7	172.8
plain	13723	ref	24.0	7	172.8
plain	13723	ours	24.0	7	172.8
plain	14103	ref	24.0	7	172.8
plain	14103	ours	24.0	7	172.8
plain	14482	ref	24.0	7	172.8
plain	14482	ours	24.0	7	172.8
plain	14862	ref	24.0	7	172.8
plain	14862	ours	24.0	7	172.8
plain	15241	ref	24.0	7	172.8
plain	15241	ours	24.0	7	172.8
plain	15621	ref	24.0	7	172.8
plain	15621	ours	24.0	7	172.8
plain	16000	ref	24.0	7	172.8
plain	16000	ours	24.0	7	172.8
spaced	1200	ref	6.0	7	92.0
spaced	1200	ours	6.0	7	92.0
spaced	1579	ref	6.0	7	92.0
spaced	1579	ours	6.0	7	92.0
spaced	1959	ref	6.0	7	92.0
spaced	1959	ours	6.0	7	92.0
spaced	2338	ref	6.0	7	92.0
spaced	2338	ours	6.0	7	92.0
spaced	2718	ref	6.0	7	92.0
spaced	2718	ours	6.0	7	92.0
spaced	3097	ref	6.0	7	92.0
spaced	3097	ours	6.0	7	92.0
spaced	3477	ref	6.0	7	92.0
spaced	3477	ours	6.0	7	92.0
spaced	3856	ref	6.0	7	92.0
spaced	3856	ours	6.0	7	92.0
spaced	3903	ref	6.0	7	92.0
spaced	3903	ours	6.0	7	92.0
spaced	3915	ref	6.0	7	92.0
spaced	3915	ours	6.0	7	92.0
spaced	3916	ref	6.0	7	92.0
spaced	3916	ours	6.0	7	92.0
spaced	3917	ref	8.0	7	103.4
spaced	3917	ours	8.0	7	103.4
spaced	3918	ref	8.0	7	103.4
spaced	3918	ours	8.0	7	103.4
spaced	3921	ref	8.0	7	103.4
spaced	3921	ours	8.0	7	103.4
spaced	3927	ref	8.0	7	103.4
spaced	3927	ours	8.0	7	103.4
spaced	3951	ref	8.0	7	103.4
spaced	3951	ours	8.0	7	103.4
spaced	4046	ref	8.0	7	103.4
spaced	4046	ours	8.0	7	103.4
spaced	4236	ref	8.0	7	103.4
spaced	4236	ours	8.0	7	103.4
spaced	4330	ref	8.0	7	103.4
spaced	4330	ours	8.0	7	103.4
spaced	4377	ref	8.0	7	103.4
spaced	4377	ours	8.0	7	103.4
spaced	4389	ref	8.0	7	103.4
spaced	4389	ours	8.0	7	103.4
spaced	4395	ref	8.0	7	103.4
spaced	4395	ours	8.0	7	103.4
spaced	4398	ref	8.0	7	103.4
spaced	4398	ours	8.0	7	103.4
spaced	4399	ref	8.0	7	103.4
spaced	4399	ours	8.0	7	103.4
spaced	4400	ref	10.0	7	115.1
spaced	4400	ours	10.0	7	115.1
spaced	4401	ref	10.0	7	115.1
spaced	4401	ours	10.0	7	115.1
spaced	4425	ref	10.0	7	115.1
spaced	4425	ours	10.0	7	115.1
spaced	4615	ref	10.0	7	115.1
spaced	4615	ours	10.0	7	115.1
spaced	4626	ref	10.0	7	115.1
spaced	4626	ours	10.0	7	115.1
spaced	4632	ref	10.0	7	115.1
spaced	4632	ours	10.0	7	115.1
spaced	4635	ref	10.0	7	115.1
spaced	4635	ours	10.0	7	115.1
spaced	4636	ref	10.0	7	115.1
spaced	4636	ours	10.0	7	115.1
spaced	4637	ref	10.0	7	115.1
spaced	4637	ours	10.0	7	115.1
spaced	4638	ref	11.0	7	120.9
spaced	4638	ours	11.0	7	120.9
spaced	4662	ref	11.0	7	120.9
spaced	4662	ours	11.0	7	120.9
spaced	4710	ref	11.0	7	120.9
spaced	4710	ours	11.0	7	120.9
spaced	4805	ref	11.0	7	120.9
spaced	4805	ours	11.0	7	120.9
spaced	4995	ref	11.0	7	120.9
spaced	4995	ours	11.0	7	120.9
spaced	5089	ref	11.0	7	120.9
spaced	5089	ours	11.0	7	120.9
spaced	5112	ref	11.0	7	120.9
spaced	5112	ours	11.0	7	120.9
spaced	5113	ref	11.0	7	120.9
spaced	5113	ours	11.0	7	120.9
spaced	5114	ref	13.0	7	132.5
spaced	5114	ours	13.0	7	132.5
spaced	5115	ref	13.0	7	132.5
spaced	5115	ours	13.0	7	132.5
spaced	5118	ref	13.0	7	132.5
spaced	5118	ours	13.0	7	132.5
spaced	5124	ref	13.0	7	132.5
spaced	5124	ours	13.0	7	132.5
spaced	5136	ref	13.0	7	132.5
spaced	5136	ours	13.0	7	132.5
spaced	5184	ref	13.0	7	132.5
spaced	5184	ours	13.0	7	132.5
spaced	5374	ref	13.0	7	132.5
spaced	5374	ours	13.0	7	132.5
spaced	5564	ref	13.0	7	132.5
spaced	5564	ours	13.0	7	132.5
spaced	5575	ref	13.0	7	132.5
spaced	5575	ours	13.0	7	132.5
spaced	5581	ref	13.0	7	132.5
spaced	5581	ours	13.0	7	132.5
spaced	5582	ref	13.0	7	132.5
spaced	5582	ours	13.0	7	132.5
spaced	5583	ref	15.0	7	143.9
spaced	5583	ours	15.0	7	143.9
spaced	5584	ref	15.0	7	143.9
spaced	5584	ours	15.0	7	143.9
spaced	5587	ref	15.0	7	143.9
spaced	5587	ours	15.0	7	143.9
spaced	5611	ref	15.0	7	143.9
spaced	5611	ours	15.0	7	143.9
spaced	5659	ref	15.0	7	143.9
spaced	5659	ours	15.0	7	143.9
spaced	5754	ref	15.0	7	143.9
spaced	5754	ours	15.0	7	143.9
spaced	5943	ref	15.0	7	143.9
spaced	5943	ours	15.0	7	143.9
spaced	6038	ref	15.0	7	143.9
spaced	6038	ours	15.0	7	143.9
spaced	6049	ref	15.0	7	143.9
spaced	6049	ours	15.0	7	143.9
spaced	6055	ref	15.0	7	143.9
spaced	6055	ours	15.0	7	143.9
spaced	6058	ref	15.0	7	143.9
spaced	6058	ours	15.0	7	143.9
spaced	6059	ref	17.0	7	155.5
spaced	6059	ours	17.0	7	155.5
spaced	6061	ref	17.0	7	155.5
spaced	6061	ours	17.0	7	155.5
spaced	6085	ref	17.0	7	155.5
spaced	6085	ours	17.0	7	155.5
spaced	6133	ref	17.0	7	155.5
spaced	6133	ours	17.0	7	155.5
spaced	6513	ref	17.0	7	155.5
spaced	6513	ours	17.0	7	155.5
spaced	6524	ref	17.0	7	155.5
spaced	6524	ours	17.0	7	155.5
spaced	6527	ref	17.0	7	155.5
spaced	6527	ours	17.0	7	155.5
spaced	6528	ref	19.0	7	166.8
spaced	6528	ours	19.0	7	166.8
spaced	6530	ref	19.0	7	166.8
spaced	6530	ours	19.0	7	166.8
spaced	6536	ref	19.0	7	166.8
spaced	6536	ours	19.0	7	166.8
spaced	6560	ref	19.0	7	166.8
spaced	6560	ours	19.0	7	166.8
spaced	6607	ref	19.0	7	166.8
spaced	6607	ours	19.0	7	166.8
spaced	6702	ref	19.0	7	166.8
spaced	6702	ours	19.0	7	166.8
spaced	6749	ref	19.0	7	166.8
spaced	6749	ours	19.0	7	166.8
spaced	6761	ref	19.0	7	166.8
spaced	6761	ours	19.0	7	166.8
spaced	6767	ref	19.0	7	166.8
spaced	6767	ours	19.0	7	166.8
spaced	6770	ref	19.0	7	166.8
spaced	6770	ours	19.0	7	166.8
spaced	6771	ref	19.0	7	166.8
spaced	6771	ours	19.0	7	166.8
spaced	6772	ref	19.0	7	166.8
spaced	6772	ours	19.0	7	166.8
spaced	6773	ref	20.0	7	172.8
spaced	6773	ours	20.0	7	172.8
spaced	6797	ref	20.0	7	172.8
spaced	6797	ours	20.0	7	172.8
spaced	6892	ref	20.0	7	172.8
spaced	6892	ours	20.0	7	172.8
spaced	7272	ref	20.0	7	172.8
spaced	7272	ours	20.0	7	172.8
spaced	7461	ref	20.0	7	172.8
spaced	7461	ours	20.0	7	172.8
spaced	7556	ref	20.0	7	172.8
spaced	7556	ours	20.0	7	172.8
spaced	7603	ref	20.0	7	172.8
spaced	7603	ours	20.0	7	172.8
spaced	7609	ref	20.0	7	172.8
spaced	7609	ours	20.0	7	172.8
spaced	7612	ref	20.0	7	172.8
spaced	7612	ours	20.0	7	172.8
spaced	7613	ref	20.0	7	194.2
spaced	7613	ours	20.0	7	194.2
spaced	7615	ref	20.0	7	194.2
spaced	7615	ours	20.0	7	194.2
spaced	7627	ref	20.0	7	194.2
spaced	7627	ours	20.0	7	194.2
spaced	7651	ref	20.0	7	194.2
spaced	7651	ours	20.0	7	194.2
spaced	8031	ref	20.0	7	194.2
spaced	8031	ours	20.0	7	194.2
spaced	8125	ref	20.0	7	194.2
spaced	8125	ours	20.0	7	194.2
spaced	8136	ref	20.0	7	194.2
spaced	8136	ours	20.0	7	194.2
spaced	8142	ref	20.0	7	194.2
spaced	8142	ours	20.0	7	194.2
spaced	8143	ref	20.0	7	194.2
spaced	8143	ours	20.0	7	194.2
spaced	8144	ref	20.0	7	194.2
spaced	8144	ours	20.0	7	194.2
spaced	8145	ref	22.0	7	207.2
spaced	8145	ours	22.0	7	207.2
spaced	8148	ref	22.0	7	207.2
spaced	8148	ours	22.0	7	207.2
spaced	8172	ref	22.0	7	207.2
spaced	8172	ours	22.0	7	207.2
spaced	8220	ref	22.0	7	207.2
spaced	8220	ours	22.0	7	207.2
spaced	8410	ref	22.0	7	207.2
spaced	8410	ours	22.0	7	207.2
spaced	8600	ref	22.0	7	207.2
spaced	8600	ours	22.0	7	207.2
spaced	8647	ref	22.0	7	207.2
spaced	8647	ours	22.0	7	207.2
spaced	8671	ref	22.0	7	207.2
spaced	8671	ours	22.0	7	207.2
spaced	8674	ref	22.0	7	207.2
spaced	8674	ours	22.0	7	207.2
spaced	8675	ref	22.0	7	207.2
spaced	8675	ours	22.0	7	207.2
spaced	8676	ref	22.0	7	207.2
spaced	8676	ours	22.0	7	207.2
spaced	8677	ref	24.0	7	220.1
spaced	8677	ours	24.0	7	220.1
spaced	8683	ref	24.0	7	220.1
spaced	8683	ours	24.0	7	220.1
spaced	8695	ref	24.0	7	220.1
spaced	8695	ours	24.0	7	220.1
spaced	8790	ref	24.0	7	220.1
spaced	8790	ours	24.0	7	220.1
spaced	9169	ref	24.0	7	220.1
spaced	9169	ours	24.0	7	220.1
spaced	9549	ref	24.0	7	220.1
spaced	9549	ours	24.0	7	220.1
spaced	9643	ref	24.0	7	220.1
spaced	9643	ours	24.0	7	220.1
spaced	9654	ref	24.0	7	220.1
spaced	9654	ours	24.0	7	220.1
spaced	9655	ref	24.0	7	244.9
spaced	9655	ours	24.0	7	244.9
spaced	9657	ref	24.0	7	244.9
spaced	9657	ours	24.0	7	244.9
spaced	9660	ref	24.0	7	244.9
spaced	9660	ours	24.0	7	244.9
spaced	9666	ref	24.0	7	244.9
spaced	9666	ours	24.0	7	244.9
spaced	9690	ref	24.0	7	244.9
spaced	9690	ours	24.0	7	244.9
spaced	9738	ref	24.0	7	244.9
spaced	9738	ours	24.0	7	244.9
spaced	9928	ref	24.0	7	244.9
spaced	9928	ours	24.0	7	244.9
spaced	10308	ref	24.0	7	244.9
spaced	10308	ours	24.0	7	244.9
spaced	10687	ref	24.0	7	244.9
spaced	10687	ours	24.0	7	244.9
spaced	11067	ref	24.0	7	244.9
spaced	11067	ours	24.0	7	244.9
spaced	11446	ref	24.0	7	244.9
spaced	11446	ours	24.0	7	244.9
spaced	11826	ref	24.0	7	244.9
spaced	11826	ours	24.0	7	244.9
spaced	12205	ref	24.0	7	244.9
spaced	12205	ours	24.0	7	244.9
spaced	12585	ref	24.0	7	244.9
spaced	12585	ours	24.0	7	244.9
spaced	12964	ref	24.0	7	244.9
spaced	12964	ours	24.0	7	244.9
spaced	13344	ref	24.0	7	244.9
spaced	13344	ours	24.0	7	244.9
spaced	13723	ref	24.0	7	244.9
spaced	13723	ours	24.0	7	244.9
spaced	14103	ref	24.0	7	244.9
spaced	14103	ours	24.0	7	244.9
spaced	14482	ref	24.0	7	244.9
spaced	14482	ours	24.0	7	244.9
spaced	14862	ref	24.0	7	244.9
spaced	14862	ours	24.0	7	244.9
spaced	15241	ref	24.0	7	244.9
spaced	15241	ours	24.0	7	244.9
spaced	15621	ref	24.0	7	244.9
spaced	15621	ours	24.0	7	244.9
spaced	16000	ref	24.0	7	244.9
spaced	16000	ours	24.0	7	244.9
respa	1200	ref	6.0	7	92.0
respa	1200	ours	6.0	7	92.0
respa	1579	ref	6.0	7	92.0
respa	1579	ours	6.0	7	92.0
respa	1959	ref	6.0	7	92.0
respa	1959	ours	6.0	7	92.0
respa	2338	ref	6.0	7	92.0
respa	2338	ours	6.0	7	92.0
respa	2718	ref	6.0	7	92.0
respa	2718	ours	6.0	7	92.0
respa	3097	ref	6.0	7	92.0
respa	3097	ours	6.0	7	92.0
respa	3477	ref	6.0	7	92.0
respa	3477	ours	6.0	7	92.0
respa	3856	ref	6.0	7	92.0
respa	3856	ours	6.0	7	92.0
respa	3903	ref	6.0	7	92.0
respa	3903	ours	6.0	7	92.0
respa	3915	ref	6.0	7	92.0
respa	3915	ours	6.0	7	92.0
respa	3916	ref	6.0	7	92.0
respa	3916	ours	6.0	7	92.0
respa	3917	ref	8.0	7	103.4
respa	3917	ours	8.0	7	103.4
respa	3918	ref	8.0	7	103.4
respa	3918	ours	8.0	7	103.4
respa	3921	ref	8.0	7	103.4
respa	3921	ours	8.0	7	103.4
respa	3927	ref	8.0	7	103.4
respa	3927	ours	8.0	7	103.4
respa	3951	ref	8.0	7	103.4
respa	3951	ours	8.0	7	103.4
respa	4046	ref	8.0	7	103.4
respa	4046	ours	8.0	7	103.4
respa	4236	ref	8.0	7	103.4
respa	4236	ours	8.0	7	103.4
respa	4615	ref	8.0	7	103.4
respa	4615	ours	8.0	7	103.4
respa	4710	ref	8.0	7	103.4
respa	4710	ours	8.0	7	103.4
respa	4733	ref	8.0	7	103.4
respa	4733	ours	8.0	7	103.4
respa	4736	ref	8.0	7	103.4
respa	4736	ours	8.0	7	103.4
respa	4737	ref	8.0	7	103.4
respa	4737	ours	8.0	7	103.4
respa	4738	ref	8.0	7	103.4
respa	4738	ours	8.0	7	103.4
respa	4739	ref	10.0	8	124.8
respa	4739	ours	10.0	8	124.8
respa	4745	ref	10.0	8	124.8
respa	4745	ours	10.0	8	124.8
respa	4757	ref	10.0	8	124.8
respa	4757	ours	10.0	8	124.8
respa	4805	ref	10.0	8	124.8
respa	4805	ours	10.0	8	124.8
respa	4995	ref	10.0	8	124.8
respa	4995	ours	10.0	8	124.8
respa	5006	ref	10.0	8	124.8
respa	5006	ours	10.0	8	124.8
respa	5009	ref	10.0	8	124.8
respa	5009	ours	10.0	8	124.8
respa	5010	ref	10.0	8	124.8
respa	5010	ours	10.0	8	124.8
respa	5011	ref	11.0	8	131.5
respa	5011	ours	11.0	8	131.5
respa	5012	ref	11.0	8	131.5
respa	5012	ours	11.0	8	131.5
respa	5018	ref	11.0	8	131.5
respa	5018	ours	11.0	8	131.5
respa	5042	ref	11.0	8	131.5
respa	5042	ours	11.0	8	131.5
respa	5089	ref	11.0	8	131.5
respa	5089	ours	11.0	8	131.5
respa	5184	ref	11.0	8	131.5
respa	5184	ours	11.0	8	131.5
respa	5374	ref	11.0	8	131.5
respa	5374	ours	11.0	8	131.5
respa	5469	ref	11.0	8	131.5
respa	5469	ours	11.0	8	131.5
respa	5516	ref	11.0	8	131.5
respa	5516	ours	11.0	8	131.5
respa	5540	ref	11.0	8	131.5
respa	5540	ours	11.0	8	131.5
respa	5552	ref	11.0	8	131.5
respa	5552	ours	11.0	8	131.5
respa	5553	ref	11.0	8	131.5
respa	5553	ours	11.0	8	131.5
respa	5554	ref	11.0	8	131.5
respa	5554	ours	11.0	8	131.5
respa	5555	ref	13.0	8	145.0
respa	5555	ours	13.0	8	145.0
respa	5558	ref	13.0	8	145.0
respa	5558	ours	13.0	8	145.0
respa	5564	ref	13.0	8	145.0
respa	5564	ours	13.0	8	145.0
respa	5754	ref	13.0	8	145.0
respa	5754	ours	13.0	8	145.0
respa	5943	ref	13.0	8	145.0
respa	5943	ours	13.0	8	145.0
respa	6038	ref	13.0	8	145.0
respa	6038	ours	13.0	8	145.0
respa	6085	ref	13.0	8	145.0
respa	6085	ours	13.0	8	145.0
respa	6088	ref	13.0	8	145.0
respa	6088	ours	13.0	8	145.0
respa	6089	ref	13.0	8	145.0
respa	6089	ours	13.0	8	145.0
respa	6090	ref	13.0	8	145.0
respa	6090	ours	13.0	8	145.0
respa	6091	ref	15.0	8	158.3
respa	6091	ours	15.0	8	158.3
respa	6097	ref	15.0	8	158.3
respa	6097	ours	15.0	8	158.3
respa	6109	ref	15.0	8	158.3
respa	6109	ours	15.0	8	158.3
respa	6133	ref	15.0	8	158.3
respa	6133	ours	15.0	8	158.3
respa	6513	ref	15.0	8	158.3
respa	6513	ours	15.0	8	158.3
respa	6892	ref	15.0	8	158.3
respa	6892	ours	15.0	8	158.3
respa	7272	ref	15.0	8	158.3
respa	7272	ours	15.0	8	158.3
respa	7651	ref	15.0	8	158.3
respa	7651	ours	15.0	8	158.3
respa	7746	ref	15.0	8	158.3
respa	7746	ours	15.0	8	158.3
respa	7769	ref	15.0	8	158.3
respa	7769	ours	15.0	8	158.3
respa	7781	ref	15.0	8	158.3
respa	7781	ours	15.0	8	158.3
respa	7784	ref	15.0	8	158.3
respa	7784	ours	15.0	8	158.3
respa	7785	ref	15.0	8	158.3
respa	7785	ours	15.0	8	158.3
respa	7786	ref	15.0	8	158.3
respa	7786	ours	15.0	8	158.3
respa	7787	ref	17.0	10	204.4
respa	7787	ours	17.0	10	204.4
respa	7793	ref	17.0	10	204.4
respa	7793	ours	17.0	10	204.4
respa	7841	ref	17.0	10	204.4
respa	7841	ours	17.0	10	204.4
respa	8031	ref	17.0	10	204.4
respa	8031	ours	17.0	10	204.4
respa	8410	ref	17.0	10	204.4
