path	base_sha	after_sha	moved	base_pages	after_pages	base_glyphs	after_glyphs
sheets/chartset-006/xls/014_Contextures_chart_sample_991ecfc5.xls	56d396af7c53c50e	56d396af7c53c50e	no	3	3	564	564
sheets/chartset-006/xlsx/005_Contextures_chart_sample_6e279b08.xlsx	3483e3d6cbf91dcc	3483e3d6cbf91dcc	no	8	8	1456	1456
sheets/chartset-006/xlsx/006_Contextures_chart_sample_afa23b53.xlsx	0039bfb83be6bb23	0039bfb83be6bb23	no	5	5	822	822
sheets/chartset-006/xlsx/044_Cash_flow_forecast_Use_this_template_b8fa1f35.xlsx	a67efe3b0b77820d	a67efe3b0b77820d	no	5	5	2332	2332
sheets/chartset-006/xlsx/052_Manufacturing_output_chart_88570318.xlsx	3782bde9ef20a1bf	3782bde9ef20a1bf	no	1	1	477	477
sheets/chartset-006/xlsx/061_Regional_sales_chart_cb9eb690.xlsx	a2d8de25c353d992	a2d8de25c353d992	no	1	1	423	423
sheets/chartset-007/xlsm/003_Contextures_chart_sample_9bda2719.xlsm	64c61b3379fa4af7	64c61b3379fa4af7	no	6	6	1426	1426
sheets/chartset-007/xlsx/037_Personal_money_tracker_a57957bb.xlsx	5ef24784a4af4e66	5ef24784a4af4e66	no	5	5	2476	2476
sheets/chartset-007/xlsx/040_Blood_pressure_tracker_872b6833.xlsx	e7bf9e1a8175a2ca	e7bf9e1a8175a2ca	no	1	1	727	727
sheets/chartset-007/xlsx/050_Financial_vision_d44241e1.xlsx	bfc8f45a8259fccd	bfc8f45a8259fccd	no	1	1	400	400
sheets/chartset-007/xlsx/054_Problem_analysis_with_Pareto_chart_11058329.xlsx	d96c0c12840add21	d96c0c12840add21	no	1	1	299	299
sheets/chartset-007/xlsx/058_Social_media_engagement_data_cfa1cb18.xlsx	97c60399724105d6	97c60399724105d6	no	1	1	476	476
sheets/chartset-007/xlsx/063_Sales_pipeline_aec57013.xlsx	7c55f5d8afca29ed	7c55f5d8afca29ed	no	1	1	179	179
sheets/chartset-008/xlsx/008_Contextures_chart_sample_7ea7a1d7.xlsx	388445c802482a1f	388445c802482a1f	no	5	5	807	807
sheets/chartset-008/xlsx/021_Control_Chart_Template_-_Create_Control_Charts_in_Excel_fd3b1a5d.xlsx	dfb18ed28bc764f1	dfb18ed28bc764f1	no	5	5	3695	3695
sheets/chartset-008/xlsx/023_Waterfall_Chart_Template_for_Excel_349f7689.xlsx	ffefe7a6a3e8ea50	ffefe7a6a3e8ea50	no	5	5	3661	3661
sheets/chartset-008/xlsx/034_Personal_net_worth_calculator_f7b8fb57.xlsx	64c34c7744f11895	64c34c7744f11895	no	7	7	1069	1069
sheets/chartset-008/xlsx/046_Cost_analysis_with_Pareto_chart_7db5ef69.xlsx	f08bafb9e41d90a7	f08bafb9e41d90a7	no	1	1	629	629
sheets/chartset-008/xlsx/051_Manufacturer_defect_analysis_53db27ea.xlsx	c883e11ce0f6ec8e	c883e11ce0f6ec8e	no	1	1	320	320
sheets/chartset-008/xlsx/055_Project_timeline_with_milestones_Use_this_template_546cecc0.xlsx	66d878a772b68aab	66d878a772b68aab	no	2	2	960	960
sheets/chartset-009/xlsx/018_Weight_Loss_Chart_-_Free_Printable_Weight_Loss_Charts_and_Weight_Log_3337bd0a.xlsx	6a9479e1543581f4	6a9479e1543581f4	no	10	10	4812	4812
sheets/chartset-009/xlsx/029_Annual_budget_Use_this_template_30324a97.xlsx	9f1ea0225f4bb28d	9f1ea0225f4bb28d	no	2	2	943	943
sheets/chartset-009/xlsx/041_Business_budget_ef942467.xlsx	d01627cf4d40600b	d01627cf4d40600b	no	4	4	1359	1359
sheets/chartset-009/xlsx/053_Personal_asset_inventory_5446d84b.xlsx	bf913f658151db27	bf913f658151db27	no	4	4	257	257
sheets/chartset-009/xlsx/056_Quarterly_sale_report_baa6bb0d.xlsx	641347c85016cc8a	641347c85016cc8a	no	4	4	629	629
sheets/chartset-010/xlsx/047_Date_tracker_Gantt_chart_bf34f3a8.xlsx	a3f00c5c3ed040fb	a3f00c5c3ed040fb	no	5	5	3058	3058
sheets/chartset-010/xlsx/062_Run_chart_cb7476ea.xlsx	eb55995d96c3d872	eb55995d96c3d872	no	2	2	643	643
sheets/chartset-010/xlsx/065_Weight_loss_tracker_ff1c89af.xlsx	5d0c3d76e2085296	5d0c3d76e2085296	no	2	2	340	340
sheets/chartset-011/xlsx/010_Contextures_chart_sample_e6ea06a3.xlsx	62baf598cce32abf	62baf598cce32abf	no	6	6	1044	1044
sheets/chartset-011/xlsx/028_Budget_summary_report_4aeefd13.xlsx	c8fb25bf1ccef0c6	c8fb25bf1ccef0c6	no	4	4	3038	3038
sheets/chartset-011/xlsx/030_Basic_balance_sheet_Use_this_template_10ed9144.xlsx	6121215c08acb35b	6121215c08acb35b	no	8	8	1727	1727
sheets/chartset-011/xlsx/042_Business_monthly_budget_4e4d092f.xlsx	c47fd53265cfc07b	c47fd53265cfc07b	no	4	4	1567	1567
sheets/chartset-011/xlsx/057_Simple_balance_sheet_Use_this_template_e2d4cbb2.xlsx	72dce67839162da8	72dce67839162da8	no	3	3	2185	2185
sheets/chartset-011/xlsx/060_Monthly_company_budget_47b2a99a.xlsx	eedc4a6a9dcd0a79	eedc4a6a9dcd0a79	no	4	4	1659	1659
sheets/chartset-012/xlsx/002_Contextures_chart_sample_f605e7bc.xlsx	8f9f2d13709b4a4c	8f9f2d13709b4a4c	no	8	8	1953	1953
sheets/chartset-012/xlsx/012_Contextures_chart_sample_9900da76.xlsx	541c16cf931a6889	541c16cf931a6889	no	6	6	648	648
sheets/chartset-012/xlsx/013_Contextures_chart_sample_21b98e22.xlsx	f0cea83929404184	f0cea83929404184	no	7	7	830	830
sheets/chartset-012/xlsx/026_Monthly_cash_flow_statement_Use_this_template_8aaebea1.xlsx	62ea3789408d4cbe	62ea3789408d4cbe	no	11	11	7864	7864
sheets/chartset-012/xlsx/036_Simple_to-do_list_Use_this_template_ba44373b.xlsx	6e59b41a01a37b1f	6e59b41a01a37b1f	no	4	4	354	354
sheets/chartset-013/xlsx/001_Contextures_chart_sample_b089bc34.xlsx	9f9649764d7786cd	9f9649764d7786cd	no	15	15	3874	3874
sheets/chartset-013/xlsx/019_Free_Blood_Sugar_Chart_for_Excel_-_Track_Your_Blood_Sugar_Level_36f4a782.xlsx	aa304016b50c4559	aa304016b50c4559	no	9	9	3664	3664
sheets/chartset-013/xlsx/031_Business_expense_budget_f3a46278.xlsx	61bc4360f386d9db	61bc4360f386d9db	no	8	8	7699	7699
sheets/chartset-013/xlsx/032_Business_expenses_budget_d377eaab.xlsx	d993fe604adb1755	d993fe604adb1755	no	4	4	4873	4873
sheets/chartset-013/xlsx/033_Event_planning_tracker_Use_this_template_f29a848e.xlsx	1035043469b6d628	1035043469b6d628	no	3	3	2720	2720
sheets/chartset-013/xlsx/035_Project_plan_for_law_firms_aa2d4462.xlsx	90909ff5894783bc	90909ff5894783bc	no	4	4	3923	3923
sheets/chartset-013/xlsx/043_Buy_a_car_vs._rideshare_ff07c7e6.xlsx	0205ba10214237ad	0205ba10214237ad	no	7	7	1440	1440
sheets/chartset-013/xlsx/049_Expenses_calculator_c351f3d0.xlsx	67afb89093a0c060	67afb89093a0c060	no	4	4	1558	1558
sheets/chartset-013/xlsx/059_Milestone_and_task_project_timeline_Use_this_template_24f1e8f1.xlsx	5395356d7061bf8d	5395356d7061bf8d	no	3	3	1935	1935
sheets/chartset-014/xlsx/027_Simple_personal_cash_flow_statement_675c6584.xlsx	8ae63790170fcee1	8ae63790170fcee1	no	10	10	7932	7932
sheets/chartset-014/xlsx/038_Baby_growth_chart_bb9cd672.xlsx	c7cdabce1827d45e	c7cdabce1827d45e	no	2	2	554	554
sheets/chartset-014/xlsx/039_Baby_growth_tracker_e295ae56.xlsx	273b16911d0155fd	273b16911d0155fd	no	2	2	583	583
sheets/chartset-014/xlsx/045_Check_register_with_chart_4becb8a0.xlsx	6e09bb903578eca0	6e09bb903578eca0	no	1	1	736	736
sheets/chartset-014/xlsx/048_Expense_trends_budget_18d1e8ba.xlsx	f22bf10b116b5e5d	f22bf10b116b5e5d	no	14	14	3985	3985
sheets/chartset-014/xlsx/064_Small_business_cash_flow_Use_this_template_0a640756.xlsx	d9b7a51e4f6462c9	d9b7a51e4f6462c9	no	7	7	1801	1801
sheets/done-002/xls/2012-GA-Survey-Chapter-5-Tables-16Dec2013-V2.xls	56266fa34a1790df	56266fa34a1790df	no	3	3	2447	2447
sheets/done-002/xls/2012-GA-Survey-Chapter-6-Tables-16Dec2013-V2.xls	b5eed111a1d5379e	b5eed111a1d5379e	no	5	5	2986	2986
sheets/done-009/xls/EHEST-Pre-departure-checklist-Rev.-1-06-12-2016.xls	e14d925f5648a1bf	e14d925f5648a1bf	no	24	24	40006	40006
sheets/done-010/xls/TOGAF9-Tool-ConfReqts-CSQ.xls	5e747d799e89839b	5e747d799e89839b	no	28	28	156461	156461
sheets/done-010/xlsx/Keywords_Mapping_Graphs_and_Charts.xlsx	e9b68d593a470ae9	e9b68d593a470ae9	no	46	46	27295	27295
sheets/missing-001/xls/orbus_togaf_tool_csq.xls	f71fc95ed30cc16b	f71fc95ed30cc16b	no	75	75	299338	299338
slides/ceiling-001/pptx/N2_E_Maestroni_Swarm_COP.pptx	f55c4066b3bd3909	f55c4066b3bd3909	no	30	30	28695	28695
slides/ceiling-001/pptx/Sylva%20introduction%20session.pptx	bad293e1133adf4c	bad293e1133adf4c	no	15	15	5700	5700
slides/ceiling-002/pptx/8_P-Pavese_AIRBUS-ATB-journee-CRATB.pptx	fd964b14fdf1793e	fd964b14fdf1793e	no	26	26	10424	10424
slides/ceiling-002/pptx/Demick_JetBlue.pptx	4c3e359d23fb52d2	4c3e359d23fb52d2	no	10	10	3519	3519
slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	5ce12b03206e1e74	5ce12b03206e1e74	no	23	23	10979	10979
slides/chartset-001/pptx/008_advanced_powerpoint_bubble.pptx	b4d1d579931000eb	b4d1d579931000eb	no	1	1	284	284
slides/chartset-001/pptx/015_advanced_powerpoint_scatter.pptx	9fb211d944c3a69b	9fb211d944c3a69b	no	1	1	283	283
slides/chartset-001/pptx/016_advanced_powerpoint_bubble.pptx	053defab45833422	053defab45833422	no	1	1	287	287
slides/chartset-001/pptx/031_advanced_powerpoint_scatter.pptx	eb017024455bca83	eb017024455bca83	no	1	1	278	278
slides/chartset-001/pptx/bar_chart.pptx	5302370e86994e24	5302370e86994e24	no	1	1	131	131
slides/chartset-001/pptx/combo_bar_line_chart.pptx	250236b182b6bd17	250236b182b6bd17	no	1	1	219	219
slides/chartset-001/pptx/line_chart.pptx	dad2a3de9d4b05e0	dad2a3de9d4b05e0	no	1	1	113	113
slides/chartset-001/pptx/scatter_chart.pptx	d55dc1caebe2ea20	d55dc1caebe2ea20	no	1	1	105	105
slides/chartset-001/pptx/stacked_area_chart.pptx	0301e844ca323fad	0301e844ca323fad	no	1	1	174	174
slides/chartset-001/pptx/stacked_bar_chart.pptx	530d702ea034a805	530d702ea034a805	no	1	1	173	173
slides/chartset-002/pptx/001_advanced_powerpoint_bar.pptx	a7ef3de3863310de	a7ef3de3863310de	no	1	1	334	334
slides/chartset-002/pptx/006_advanced_powerpoint_area.pptx	978072a51302574a	978072a51302574a	no	1	1	328	328
slides/chartset-002/pptx/007_advanced_powerpoint_scatter.pptx	716fd2e99d2bf80a	716fd2e99d2bf80a	no	1	1	282	282
slides/chartset-002/pptx/014_advanced_powerpoint_area.pptx	99cd7b74e414db10	99cd7b74e414db10	no	1	1	330	330
slides/chartset-002/pptx/017_advanced_powerpoint_bar.pptx	b246d2593ef83462	b246d2593ef83462	no	1	1	339	339
slides/chartset-002/pptx/023_advanced_powerpoint_scatter.pptx	539dc00a801fa03c	539dc00a801fa03c	no	1	1	283	283
slides/chartset-002/pptx/024_advanced_powerpoint_bubble.pptx	6225355bc636864b	6225355bc636864b	no	1	1	286	286
slides/chartset-002/pptx/030_advanced_powerpoint_area.pptx	a838476eb8958df1	a838476eb8958df1	no	1	1	327	327
slides/chartset-002/pptx/032_advanced_powerpoint_bubble.pptx	d85105b821d610ff	d85105b821d610ff	no	1	1	284	284
slides/chartset-002/pptx/033_advanced_powerpoint_bar.pptx	5a4630943f562eff	5a4630943f562eff	no	1	1	328	328
slides/chartset-003/pptx/002_advanced_powerpoint_column.pptx	3bd4c6eadff771d1	3bd4c6eadff771d1	no	1	1	335	335
slides/chartset-003/pptx/003_advanced_powerpoint_line.pptx	b689340730f0a455	b689340730f0a455	no	1	1	332	332
slides/chartset-003/pptx/005_advanced_powerpoint_doughnut.pptx	1e11c06b3a940b2b	1e11c06b3a940b2b	no	1	1	301	301
slides/chartset-003/pptx/009_advanced_powerpoint_bar.pptx	baf72dcb04ca639d	baf72dcb04ca639d	no	1	1	339	339
slides/chartset-003/pptx/010_advanced_powerpoint_column.pptx	dd8108fa80bd5252	dd8108fa80bd5252	no	1	1	332	332
slides/chartset-003/pptx/011_advanced_powerpoint_line.pptx	61ffe0ae40501983	61ffe0ae40501983	no	1	1	328	328
slides/chartset-003/pptx/012_advanced_powerpoint_pie.pptx	0cf3906372bf4060	0cf3906372bf4060	no	1	1	308	308
slides/chartset-003/pptx/019_advanced_powerpoint_line.pptx	01276924db7186b7	01276924db7186b7	no	1	1	331	331
slides/chartset-003/pptx/027_advanced_powerpoint_line.pptx	34711c8a08260e1a	34711c8a08260e1a	no	1	1	326	326
slides/chartset-003/pptx/028_advanced_powerpoint_pie.pptx	5b112e8bc2bd880b	5b112e8bc2bd880b	no	1	1	300	300
slides/chartset-004/pptx/004_advanced_powerpoint_pie.pptx	77c892f48d92f109	77c892f48d92f109	no	1	1	300	300
slides/chartset-004/pptx/013_advanced_powerpoint_doughnut.pptx	80d9fa6940dafeaf	80d9fa6940dafeaf	no	1	1	297	297
slides/chartset-004/pptx/018_advanced_powerpoint_column.pptx	6793f72b624456da	6793f72b624456da	no	1	1	329	329
slides/chartset-004/pptx/020_advanced_powerpoint_pie.pptx	d0df802812685918	d0df802812685918	no	1	1	300	300
slides/chartset-004/pptx/021_advanced_powerpoint_doughnut.pptx	a09bfc393b0ea72d	a09bfc393b0ea72d	no	1	1	304	304
slides/chartset-004/pptx/022_advanced_powerpoint_area.pptx	b985b95edefba96a	b985b95edefba96a	no	1	1	329	329
slides/chartset-004/pptx/025_advanced_powerpoint_bar.pptx	1680a38005cb0501	1680a38005cb0501	no	1	1	323	323
slides/chartset-004/pptx/026_advanced_powerpoint_column.pptx	7832b2dfdd5d27d7	7832b2dfdd5d27d7	no	1	1	332	332
slides/chartset-004/pptx/029_advanced_powerpoint_doughnut.pptx	dea6dce53390ce47	dea6dce53390ce47	no	1	1	300	300
slides/chartset-005/pptx/076_Hexadonut_Charts_for_PowerPoint_and_Google_Slides_2b879835.pptx	eb33d81ec0b40cd4	eb33d81ec0b40cd4	no	3	3	1101	1101
slides/chartset-006/pptx/031_Alarm_Clock_Pie-Chart_for_PowerPoint_and_Google_Slides_0b185a05.pptx	c22f6c00063175c5	c22f6c00063175c5	no	3	3	1865	1865
slides/chartset-006/pptx/044_Dual_Mind_Spark_Chart_for_PowerPoint_a83f890a.pptx	aa5fcdb192f4d211	aa5fcdb192f4d211	no	4	4	2628	2628
slides/chartset-007/pptx/035_Chemistry_Column_PowerPoint_Chart_45bf8a76.pptx	6f1e0ee6cad97c67	6f1e0ee6cad97c67	no	3	3	1462	1462
slides/chartset-007/pptx/047_Female_Radar_Brain_for_PowerPoint_and_Google_Slides_c2a541f6.pptx	b684cc15e92da5b5	b684cc15e92da5b5	no	4	4	2720	2720
slides/chartset-007/pptx/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.pptx	ed9986ccf5716b65	ed9986ccf5716b65	no	3	3	1009	1009
slides/chartset-008/pptx/038_Competitive_Advantage_Card_for_PowerPoint_and_Google_Slides_373720f6.pptx	fafa84b787cdd65f	fafa84b787cdd65f	no	3	3	1585	1585
slides/chartset-008/pptx/072_Gear_Pie_Chart_for_PowerPoint_and_Google_Slides_d464d3a0.pptx	8266242890b7abca	8266242890b7abca	no	3	3	407	407
slides/chartset-008/pptx/100_Lime_and_Lemon_Data-Driven_Chart_for_PowerPoint_d7bb4a44.pptx	fbffff30c574e500	fbffff30c574e500	no	5	5	2032	2032
slides/chartset-009/pptx/033_Battery_Percentage_Chart_c99c24b5.pptx	92c5e260cff41eb9	92c5e260cff41eb9	no	3	3	1117	1117
slides/chartset-009/pptx/052_Flame_Percentage_Chart_d27d49c4.pptx	b1958127891bf5c9	b1958127891bf5c9	no	3	3	1421	1421
slides/chartset-010/pptx/093_Insightful_Zoom_Chart_22b5464e.pptx	bdc574ef3b049bdc	bdc574ef3b049bdc	no	3	3	1831	1831
slides/chartset-012/pptx/061_Four-Stage_Serpentine_Chart_05699efe.pptx	b68418e13ab9add6	b68418e13ab9add6	no	3	3	397	397
slides/done-007/pptx/bitesize-writing-a-report.pptx	54a82b6edef7d682	54a82b6edef7d682	no	15	15	3791	3791
slides/done-007/pptx/flying-by-numbers-presentation.pptx	855a296ac8f8a1e0	855a296ac8f8a1e0	no	10	10	2379	2379
slides/done-010/pptx/Sector_Skills_Insights_Advanced_Manufacturing_summary_slide_pack.pptx	4b1274ab03828c0a	4b1274ab03828c0a	no	24	24	23961	23961
slides/done-011/pptx/171128IPAP.pptx	50f80f8da3957ac6	50f80f8da3957ac6	no	40	40	25455	25455
slides/done-011/pptx/1_Country-Updates_DRC_English.pptx	4fd06c16c6806577	4fd06c16c6806577	no	16	16	4281	4281
slides/done-011/pptx/3492.pptx	a6d4138ee81308b3	a6d4138ee81308b3	no	22	22	6835	6835
slides/done-011/pptx/3495.pptx	4bca70a59abf8248	4bca70a59abf8248	no	26	26	4375	4375
slides/done-012/pptx/Intersil_Italy_CAN_Bus_Transceiver_Presentation_Final.pptx	521c3847450af89b	521c3847450af89b	no	39	39	17994	17994
slides/done-015/pptx/RPA P4 - Advanced Material.pptx	17da34beb65ac00c	17da34beb65ac00c	no	20	20	8749	8749
slides/extra-001/pptx/FAAAIandtheArtandScienceofV&Vfinal.pptx	fb2e1af180d7af0b	fb2e1af180d7af0b	no	30	30	5868	5868
words/ceiling-001/docx/ABCD-FE-01-00 Flight Envelope - v1 08.03.16.docx	d182ac6640bfae03	d182ac6640bfae03	no	14	14	18420	18420
words/chartset-001/docx/clustered-column-result.docx	6aaec4418343a175	6aaec4418343a175	no	1	1	389	389
words/chartset-001/docx/clustered-column-template.docx	c6769d456c24c6b2	c6769d456c24c6b2	no	1	1	200	200
words/chartset-001/docx/pie-chart-result.docx	0a46dc6855122a16	0a46dc6855122a16	no	1	1	234	234
words/chartset-001/docx/pie-chart-template.docx	7b16495403c59a92	7b16495403c59a92	no	1	1	73	73
words/chartset-009/docx/027_Unit_Circle_Chart_Graphical_Chart_5462a579.docx	6626e01e34736f42	6626e01e34736f42	no	1	1	1557	1557
words/chartset-010/docx/023_Unit_Circle_Chart_Circular_Percentage_790f7b75.docx	1b3258e67eba02a0	1b3258e67eba02a0	no	1	1	550	550
words/chartset-010/docx/028_Unit_Circle_Chart_Optimized_Graph_83d9c756.docx	f9389fceb3ca7690	f9389fceb3ca7690	no	1	1	1220	1220
words/chartset-011/docx/029_Unit_Circle_Chart_Pie_Theme_8a922142.docx	09647b73dbcc12c5	09647b73dbcc12c5	no	1	1	568	568
words/chartset-012/docx/021_Unit_Circle_Chart_3D_Pie_Chart_404247ab.docx	e2408517a275ca18	e2408517a275ca18	no	1	1	549	549
