label	face	size	kind	group	tabtwips	page	x0	x1	rx	nrules	cover	contiguous	spans
L064	Liberation Sans	14	over	span	0	3	56.69	87.83		0	0.00	0	
L065	Liberation Sans	14	over	span	0	3	56.69	87.83		0	0.00	0	
L066	Liberation Sans	14	over	span	0	3	56.69	87.83		0	0.00	0	
L067	Liberation Sans	14	over	span	0	3	56.69	87.83		0	0.00	0	
L068	Liberation Sans	14	strike	span	0	3	56.69	87.83		1	190.11	1	56.69-246.80
L069	Liberation Sans	14	strike	span	0	3	56.69	87.83		1	263.31	1	56.69-320.00
L070	Liberation Sans	14	strike	span	0	3	56.69	87.83		1	336.36	1	56.69-393.05
L071	Liberation Sans	14	strike	span	0	3	56.69	87.83		1	409.66	1	56.69-466.35
L072	Carlito	8	under	span	0	3	56.69	72.22		1	184.34	1	56.69-241.04
L073	Carlito	8	under	span	0	3	56.69	72.22		1	257.54	1	56.69-314.24
L074	Carlito	8	under	span	0	3	56.69	72.22		1	330.59	1	56.69-387.29
L075	Carlito	8	under	span	0	3	56.69	72.22		1	403.89	1	56.69-460.59
L076	Carlito	8	over	span	0	3	56.69	72.22		0	0.00	0	
L077	Carlito	8	over	span	0	3	56.69	72.22		0	0.00	0	
L078	Carlito	8	over	span	0	3	56.69	72.22		0	0.00	0	
L079	Carlito	8	over	span	0	3	56.69	72.22		0	0.00	0	
L080	Carlito	8	strike	span	0	3	56.69	72.22		1	184.34	1	56.69-241.04
L081	Carlito	8	strike	span	0	3	56.69	72.22		1	257.54	1	56.69-314.24
L082	Carlito	8	strike	span	0	3	56.69	72.22		1	330.59	1	56.69-387.29
L083	Carlito	8	strike	span	0	3	56.69	72.22		1	403.89	1	56.69-460.59
L084	Carlito	10	under	span	0	4	56.69	76.10		1	185.43	1	56.69-242.12
L085	Carlito	10	under	span	0	4	56.69	76.10		1	258.63	1	56.69-315.32
L086	Carlito	10	under	span	0	4	56.69	76.10		1	331.68	1	56.69-388.37
L087	Carlito	10	under	span	0	4	56.69	76.10		1	404.98	1	56.69-461.67
L088	Carlito	10	over	span	0	4	56.69	76.10		0	0.00	0	
L089	Carlito	10	over	span	0	4	56.69	76.10		0	0.00	0	
L090	Carlito	10	over	span	0	4	56.69	76.10		0	0.00	0	
L091	Carlito	10	over	span	0	4	56.69	76.10		0	0.00	0	
L092	Carlito	10	strike	span	0	4	56.69	76.10		1	185.43	1	56.69-242.12
L093	Carlito	10	strike	span	0	4	56.69	76.10		1	258.63	1	56.69-315.32
L094	Carlito	10	strike	span	0	4	56.69	76.10		1	331.68	1	56.69-388.37
L095	Carlito	10	strike	span	0	4	56.69	76.10		1	404.98	1	56.69-461.67
L096	Carlito	14	under	span	0	4	56.69	83.87		1	187.60	1	56.69-244.29
L097	Carlito	14	under	span	0	4	56.69	83.87		1	260.80	1	56.69-317.49
L098	Carlito	14	under	span	0	4	56.69	83.87		1	333.85	1	56.69-390.54
L099	Carlito	14	under	span	0	4	56.69	83.87		1	407.15	1	56.69-463.84
L100	Carlito	14	over	span	0	4	56.69	83.87		0	0.00	0	
L101	Carlito	14	over	span	0	4	56.69	83.87		0	0.00	0	
L102	Carlito	14	over	span	0	4	56.69	83.87		0	0.00	0	
L103	Carlito	14	over	span	0	4	56.69	83.87		0	0.00	0	
L104	Carlito	14	strike	span	0	4	56.69	83.87		1	187.60	1	56.69-244.29
L105	Carlito	14	strike	span	0	4	56.69	83.87		1	260.80	1	56.69-317.49
L106	Carlito	14	strike	span	0	4	56.69	83.87		1	333.85	1	56.69-390.54
L107	Carlito	14	strike	span	0	4	56.69	83.87		1	407.15	1	56.69-463.84
L108	DejaVu Sans	8	under	span	0	4	56.69	76.41		1	185.56	1	56.69-242.25
L109	DejaVu Sans	8	under	span	0	4	56.69	76.41		1	258.76	1	56.69-315.45
L110	DejaVu Sans	8	under	span	0	5	56.69	76.41		1	331.81	1	56.69-388.50
L111	DejaVu Sans	8	under	span	0	5	56.69	76.41		1	405.11	1	56.69-461.80
L112	DejaVu Sans	8	over	span	0	5	56.69	76.41		0	0.00	0	
L113	DejaVu Sans	8	over	span	0	5	56.69	76.41		0	0.00	0	
L114	DejaVu Sans	8	over	span	0	5	56.69	76.41		0	0.00	0	
L115	DejaVu Sans	8	over	span	0	5	56.69	76.41		0	0.00	0	
L116	DejaVu Sans	8	strike	span	0	5	56.69	76.41		1	185.56	1	56.69-242.25
L117	DejaVu Sans	8	strike	span	0	5	56.69	76.41		1	258.76	1	56.69-315.45
L118	DejaVu Sans	8	strike	span	0	5	56.69	76.41		1	331.81	1	56.69-388.50
L119	DejaVu Sans	8	strike	span	0	5	56.69	76.41		1	405.11	1	56.69-461.80
L120	DejaVu Sans	10	under	span	0	5	56.69	81.34		1	186.95	1	56.69-243.64
L121	DejaVu Sans	10	under	span	0	5	56.69	81.34		1	260.15	1	56.69-316.84
L122	DejaVu Sans	10	under	span	0	5	56.69	81.34		1	333.20	1	56.69-389.89
L123	DejaVu Sans	10	under	span	0	5	56.69	81.34		1	406.50	1	56.69-463.19
L124	DejaVu Sans	10	over	span	0	5	56.69	81.34		0	0.00	0	
L125	DejaVu Sans	10	over	span	0	5	56.69	81.34		0	0.00	0	
L126	DejaVu Sans	10	over	span	0	5	56.69	81.34		0	0.00	0	
L127	DejaVu Sans	10	over	span	0	5	56.69	81.34		0	0.00	0	
L128	DejaVu Sans	10	strike	span	0	5	56.69	81.34		1	186.95	1	56.69-243.64
L129	DejaVu Sans	10	strike	span	0	5	56.69	81.34		1	260.15	1	56.69-316.84
L130	DejaVu Sans	10	strike	span	0	5	56.69	81.34		1	333.20	1	56.69-389.89
L131	DejaVu Sans	10	strike	span	0	5	56.69	81.34		1	406.50	1	56.69-463.19
L132	DejaVu Sans	14	under	span	0	5	56.69	91.20		1	189.73	1	56.69-246.42
L133	DejaVu Sans	14	under	span	0	5	56.69	91.20		1	262.93	1	56.69-319.62
L134	DejaVu Sans	14	under	span	0	5	56.69	91.20		1	335.98	1	56.69-392.67
L135	DejaVu Sans	14	under	span	0	5	56.69	91.20		1	409.28	1	56.69-465.97
L136	DejaVu Sans	14	over	span	0	5	56.69	91.20		0	0.00	0	
L137	DejaVu Sans	14	over	span	0	5	56.69	91.20		0	0.00	0	
L138	DejaVu Sans	14	over	span	0	6	56.69	91.20		0	0.00	0	
L139	DejaVu Sans	14	over	span	0	6	56.69	91.20		0	0.00	0	
L140	DejaVu Sans	14	strike	span	0	6	56.69	91.20		1	189.73	1	56.69-246.42
L141	DejaVu Sans	14	strike	span	0	6	56.69	91.20		1	262.93	1	56.69-319.62
L142	DejaVu Sans	14	strike	span	0	6	56.69	91.20		1	335.98	1	56.69-392.67
L143	DejaVu Sans	14	strike	span	0	6	56.69	91.20		1	409.28	1	56.69-465.97
L144	Liberation Serif	10	under	skip	0	6	56.69	77.80		1	259.87	1	56.69-316.56
L145	Liberation Serif	10	over	skip	0	6	56.69	77.80		0	0.00	0	
L146	Liberation Serif	10	strike	skip	0	6	56.69	77.80		1	259.87	1	56.69-316.56
L147	Liberation Sans	10	under	skip	0	6	56.69	78.93		1	260.42	1	56.69-317.11
L148	Liberation Sans	10	over	skip	0	6	56.69	78.93		0	0.00	0	
L149	Liberation Sans	10	strike	skip	0	6	56.69	78.93		1	260.42	1	56.69-317.11
L150	Carlito	10	under	skip	0	6	56.69	76.10		1	258.63	1	56.69-315.32
L151	Carlito	10	over	skip	0	6	56.69	76.10		0	0.00	0	
L152	Carlito	10	strike	skip	0	6	56.69	76.10		1	258.63	1	56.69-315.32
L153	DejaVu Sans	10	under	skip	0	6	56.69	81.34		1	260.15	1	56.69-316.84
L154	DejaVu Sans	10	over	skip	0	6	56.69	81.34		0	0.00	0	
L155	DejaVu Sans	10	strike	skip	0	6	56.69	81.34		1	260.15	1	56.69-316.84
L156	Liberation Mono	10	under	mono	30	6	56.69	124.19	124.19	2	66.01	0	56.69-116.70;118.19-124.19
L157	Liberation Mono	10	under	mono	90	6	56.69	127.19	127.19	2	66.01	0	56.69-116.70;121.19-127.19
L158	Liberation Mono	10	under	mono	119	6	56.69	128.64	128.64	2	66.01	0	56.69-116.70;122.64-128.64
L159	Liberation Mono	10	under	mono	121	6	56.69	128.74	128.74	1	72.05	1	56.69-128.74
L160	Liberation Mono	10	under	mono	180	6	56.69	116.69		1	75.00	1	56.69-131.69
L161	Liberation Mono	10	under	mono	361	6	56.69	116.69		1	84.05	1	56.69-140.74
L162	Liberation Sans	10	under	cliff	54	6	59.39	67.17		1	7.78	1	59.39-67.17
L163	Liberation Sans	10	under	cliff	55	6	59.44	67.22		1	10.53	1	56.69-67.22
L164	Liberation Sans	10	under	cliff	56	6	59.49	67.27		1	10.58	1	56.69-67.27
L165	Liberation Sans	10	under	cliff	57	7	59.54	67.32		1	10.63	1	56.69-67.32
L166	Liberation Mono	10	under	resid	200	7	66.69	72.69		1	16.00	1	56.69-72.69
L167	Liberation Mono	10	under	resid	260	7	69.69	75.69		1	19.00	1	56.69-75.69
L168	Liberation Mono	10	under	resid	340	7	73.69	79.69		1	23.00	1	56.69-79.69
L169	Liberation Mono	10	under	resid	460	7	79.69	85.69		1	29.00	1	56.69-85.69
L170	Liberation Mono	10	under	resid	580	7	85.69	91.69		1	35.00	1	56.69-91.69
